Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
PIH,"1347 Property Insurance Holdings, Inc.",7.1,42307948.6,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pih
FLWS,"1-800 FLOWERS.COM, Inc.",9.75,639298315.5,n/a,1999,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/flws
FCCY,1st Constitution Bancorp (NJ),18.7,149483854.3,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fccy
SRCE,1st Source Corporation,47.12,1220764415.68,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/srce
VNET,"21Vianet Group, Inc.",7.05,407137203.9,57749958,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/vnet
TWOU,"2U, Inc.",37.9,1790012338.3,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/twou
JOBS,"51job, Inc.",35.44,949557068.24,26793371,2004,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/jobs
CAFD,8point3 Energy Partners LP,12.72,1005804489.6,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cafd
EGHT,8x8 Inc,14.85,1350352644.3,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/eght
AVHI,"A V Homes, Inc.",16.7,375924214.4,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/avhi
SHLM,"A. Schulman, Inc.",33.85,997172492.95,n/a,1972,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/shlm
AAON,"AAON, Inc.",34.8,1831918423.2,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aaon
ABAX,"ABAXIS, Inc.",49.47,1115053800,n/a,1992,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/abax
ABEO,Abeona Therapeutics Inc.,4.95,197799861.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abeo
ABEOW,Abeona Therapeutics Inc.,3,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abeow
ABIL,Ability Inc.,2.39,61557179.38,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/abil
ABMD,"ABIOMED, Inc.",119.79,5215577538.6,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/abmd
AXAS,Abraxas Petroleum Corporation,2.12,347349316.04,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/axas
ACIU,AC Immune SA,12.5,692450525,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aciu
ACIA,"Acacia Communications, Inc.",52.78,2027914796.18,n/a,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/acia
ACTG,Acacia Research Corporation,5.75,290164435,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/actg
ACHC,"Acadia Healthcare Company, Inc.",44.35,3882976614.4,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/achc
ACAD,ACADIA Pharmaceuticals Inc.,36.79,4466586560.54,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acad
ACST,"Acasti Pharma, Inc.",1.19,17496041.64,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acst
AXDX,"Accelerate Diagnostics, Inc.",25,1297376225,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/axdx
ACCP,"Accelerated Pharma, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/accp
XLRN,Acceleron Pharma Inc.,29.45,1130724150.6,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/xlrn
ANCX,Access National Corporation,26.87,285795822.54,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ancx
ARAY,Accuray Incorporated,5.25,435210861.75,n/a,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/aray
ACRX,"AcelRx Pharmaceuticals, Inc.",3.3,149601507,n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acrx
ACET,Aceto Corporation,15.14,455922038.74,n/a,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/acet
AKAO,"Achaogen, Inc.",25,873160000,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akao
ACHN,"Achillion Pharmaceuticals, Inc.",4.01,548254935.29,n/a,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/achn
ACIW,"ACI Worldwide, Inc.",21.75,2551400584.5,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/aciw
ACRS,"Aclaris Therapeutics, Inc.",32.65,850532010.25,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acrs
ACNB,ACNB Corporation,29.85,181014519.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acnb
ACOR,"Acorda Therapeutics, Inc.",27.15,1259973127.5,n/a,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/acor
ATVI,"Activision Blizzard, Inc",47.81,35945803061.98,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/atvi
ACTA,Actua Corporation,13.6,474496275.2,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/acta
ACXM,Acxiom Corporation,28.13,2195930727.67,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/acxm
ADMS,"Adamas Pharmaceuticals, Inc.",17.47,388179451.78,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adms
ADMP,Adamis Pharmaceuticals Corporation,3.75,80943123.75,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/admp
ADAP,Adaptimmune Therapeutics plc,4.35,141615659.4,32555324,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/adap
ADUS,Addus HomeCare Corporation,33.45,383454108.45,n/a,2009,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/adus
AEY,"ADDvantage Technologies Group, Inc.",1.85,18748334.75,n/a,n/a,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/aey
IOTS,Adesto Technologies Corporation,3.75,58087316.25,n/a,2015,Technology,Semiconductors,http://www.nasdaq.com/symbol/iots
ADMA,ADMA Biologics Inc,4.56,58763538.96,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/adma
ADBE,Adobe Systems Incorporated,120.15,59363528771.25,n/a,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adbe
ADTN,"ADTRAN, Inc.",21.6,1048024526.4,n/a,1994,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/adtn
ADRO,"Aduro Biotech, Inc.",11,747979221,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adro
AAAP,Advanced Accelerator Applications S.A.,38.14,1546014396.86,40535249,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aaap
ADES,"Advanced Emissions Solutions, Inc.",10.54,231903556.9,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ades
AEIS,"Advanced Energy Industries, Inc.",62.36,2477684214.92,n/a,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aeis
AMD,"Advanced Micro Devices, Inc.",13.04,12267485858.72,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/amd
ADXS,"Advaxis, Inc.",9.6,385171612.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adxs
ADXSW,"Advaxis, Inc.",5.6026,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adxsw
ADVM,"Adverum Biotechnologies, Inc.",2.8,116811842,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/advm
MAUI,AdvisorShares Market Adaptive Unconstrained Income ETF,24.2,1210000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/maui
AEGN,Aegion Corp,23.24,785308045.76,n/a,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/aegn
AGLE,"Aeglea BioTherapeutics, Inc.",6.09,81793772.97,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agle
AEHR,Aehr Test Systems,4.98,82884296.34,n/a,1997,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/aehr
AMTX,"Aemetis, Inc",1.23,24425563.86,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amtx
AERI,"Aerie Pharmaceuticals, Inc.",48.7,1625711679,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aeri
AVAV,"AeroVironment, Inc.",26.02,608558622.2,n/a,2007,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/avav
AEZS,AEterna Zentaris Inc.,3.05,39399884.75,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aezs
AEMD,"Aethlon Medical, Inc.",3.4528,27490927.7344,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/aemd
GNMX,"Aevi Genomic Medicine, Inc.",4.86,180295516.98,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gnmx
AFMD,Affimed N.V.,2.395,103606272.58,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/afmd
AGEN,Agenus Inc.,4.02,350247243.6,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agen
AGRX,"Agile Therapeutics, Inc.",2.14,61541518.66,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agrx
AGYS,"Agilysys, Inc.",8.9,206735074,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/agys
AGIO,"Agios Pharmaceuticals, Inc.",49.93,2108759397.88,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agio
AGNC,AGNC Investment Corp.,19.52,6462019423.04,n/a,2008,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agnc
AGNCB,AGNC Investment Corp.,25.5,8834477116.5,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncb
AGNCP,AGNC Investment Corp.,25.51,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncp
AGFS,"AgroFresh Solutions, Inc.",2.71,135292853.02,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfs
AGFSW,"AgroFresh Solutions, Inc.",0.1213,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfsw
AIMT,"Aimmune Therapeutics, Inc.",21.65,917584220.95,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aimt
AIRM,Air Methods Corporation,42.5,1548358937.5,n/a,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/airm
AIRT,"Air T, Inc.",20.85,42592150.65,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/airt
ATSG,"Air Transport Services Group, Inc",16.99,1012065400.01,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/atsg
AIRG,"Airgain, Inc.",12.52,116123776.24,n/a,2016,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/airg
AMCN,AirMedia Group Inc,2.5,109674212.5,43869685,2007,Technology,Advertising,http://www.nasdaq.com/symbol/amcn
AKAM,"Akamai Technologies, Inc.",63.06,10921419541.32,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/akam
AKTX,Akari Therapeutics Plc,6.7,78579455.9,11728277,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aktx
AKBA,"Akebia Therapeutics, Inc.",10.25,392825838,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akba
AKER,Akers Biosciences Inc,1.3,9414658.5,n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/aker
AKRX,"Akorn, Inc.",22.39,2785668844.01,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akrx
ALRM,"Alarm.com Holdings, Inc.",28.78,1323140843.26,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/alrm
ALSK,"Alaska Communications Systems Group, Inc.",1.68,86282276.64,n/a,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/alsk
AMRI,"Albany Molecular Research, Inc.",14.06,603045955.58,n/a,1999,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/amri
ALBO,"Albireo Pharma, Inc.",25.88,162853626.72,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/albo
ABDC,Alcentra Capital Corp.,12.6,169982013.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abdc
ADHD,Alcobra Ltd.,1.27,35002368.4,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adhd
ALDR,"Alder BioPharmaceuticals, Inc.",22.7,1144289294,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldr
ALDX,"Aldeyra Therapeutics, Inc.",5,75659405,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldx
ALXN,"Alexion Pharmaceuticals, Inc.",133.33,29947751287.5,n/a,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alxn
ALCO,"Alico, Inc.",25.8,214935181.8,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/alco
ALGN,"Align Technology, Inc.",102.74,8247569287.98,n/a,2001,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/algn
ALIM,"Alimera Sciences, Inc.",1.34,86916291.36,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alim
ALJJ,"ALJ Regional Holdings, Inc.",3.8,131383635.8,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/aljj
ALKS,Alkermes plc,60.2,9183356971.6,n/a,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alks
ABTX,"Allegiance Bancshares, Inc.",37,477487516,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/abtx
ALGT,Allegiant Travel Company,168.75,2807117943.75,n/a,2006,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/algt
AIQ,"Alliance HealthCare Services, Inc.",10.05,107922437.55,n/a,2001,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aiq
AHGP,"Alliance Holdings GP, L.P.",28.35,1697116050,n/a,2006,Energy,Coal Mining,http://www.nasdaq.com/symbol/ahgp
AMMA,"Alliance MMA, Inc.",2.79,25172239.32,n/a,2016,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/amma
ARLP,"Alliance Resource Partners, L.P.",22.15,1652324347.4,n/a,1999,Energy,Coal Mining,http://www.nasdaq.com/symbol/arlp
AHPI,"Allied Healthcare Products, Inc.",1.972,7914694.964,n/a,1992,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ahpi
AMOT,"Allied Motion Technologies, Inc.",24.65,231002816.15,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/amot
ALQA,"Alliqua BioMedical, Inc.",0.82,24331060.5,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/alqa
ALLT,Allot Communications Ltd.,4.8,160536883.2,n/a,2006,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/allt
MDRX,"Allscripts Healthcare Solutions, Inc.",11.93,2153521104.05,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mdrx
AFAM,Almost Family Inc,49.35,513843205.05,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/afam
ALNY,"Alnylam Pharmaceuticals, Inc.",50.36,4331654212.6,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alny
AOSL,Alpha and Omega Semiconductor Limited,17.23,406727330.95,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/aosl
GOOG,Alphabet Inc.,827.78,572343918284.06,n/a,2004,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/goog
GOOGL,Alphabet Inc.,847.27,585819700457.29,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/googl
SMCP,AlphaMark Actively Managed Small Cap ETF,24.03,26432399.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/smcp
ATEC,"Alphatec Holdings, Inc.",4.1,36981987.7,n/a,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atec
SWIN,ALPS/Dorsey Wright Sector Momentum ETF,26,3900052,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/swin
ASPS,Altisource Portfolio Solutions S.A.,25.76,483603762.88,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/asps
AIMC,Altra Industrial Motion Corp.,40.35,1177208102.7,n/a,2006,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aimc
AMAG,"AMAG Pharmaceuticals, Inc.",23.65,812127945.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amag
AMRN,Amarin Corporation plc,3.25,812177343.25,249900721,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amrn
AMRK,"A-Mark Precious Metals, Inc.",18.75,131839687.5,n/a,n/a,Basic Industries,Other Specialty Stores,http://www.nasdaq.com/symbol/amrk
AYA,Amaya Inc.,14.15,2059663019.6,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/aya
AMZN,"Amazon.com, Inc.",846.61,403977416904.98,n/a,1997,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/amzn
AMBC,"Ambac Financial Group, Inc.",21.63,978302080.35,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambc
AMBCW,"Ambac Financial Group, Inc.",12.49,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambcw
AMBA,"Ambarella, Inc.",55.62,1841695780.68,n/a,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/amba
AMCX,AMC Networks Inc.,59.84,4053509778.56,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/amcx
DOX,Amdocs Limited,61.07,8958480440,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dox
AMDA,Amedica Corporation,0.39,14143303.59,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/amda
AMED,Amedisys Inc,50.28,1689781077.6,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amed
UHAL,Amerco,378.32,7418018356.16,n/a,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/uhal
ATAX,"America First Multifamily Investors, L.P.",5.65,340429043.2,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atax
AMOV,"America Movil, S.A.B. de C.V.",13.41,43960662000,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amov
AAL,"American Airlines Group, Inc.",45.31,22843235728.07,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/aal
ACSF,"American Capital Senior Floating, Ltd.",12.85,128501285,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/acsf
AETI,"American Electric Technologies, Inc.",1.95,16255137.6,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aeti
AMNB,"American National Bankshares, Inc.",36.5,314558861.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amnb
ANAT,American National Insurance Company,121.17,3261231903.72,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/anat
AOBC,American Outdoor Brands Corporation,19.04,1073030635.04,n/a,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/aobc
APEI,"American Public Education, Inc.",20.9,338703811.6,n/a,2007,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apei
ARII,"American Railcar Industries, Inc.",41.02,782820675.56,n/a,2006,Capital Goods,Railroads,http://www.nasdaq.com/symbol/arii
AMRB,American River Bankshares,14.92,99664242.28,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amrb
AMSWA,"American Software, Inc.",10.39,306198276.81,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/amswa
AMSC,American Superconductor Corporation,6.35,90296904.75,n/a,1991,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/amsc
AMWD,American Woodmark Corporation,85.7,1391135962.5,n/a,1986,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/amwd
CRMT,"America&#39;s Car-Mart, Inc.",33.2,263008872.8,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/crmt
ABCB,Ameris Bancorp,47.35,1662874801.2,n/a,1994,Finance,Major Banks,http://www.nasdaq.com/symbol/abcb
AMSF,"AMERISAFE, Inc.",64.3,1236497680.5,n/a,2005,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/amsf
ASRV,AmeriServ Financial Inc.,3.8,71833193.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrv
ASRVP,AmeriServ Financial Inc.,26.6,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrvp
ATLO,Ames National Corporation,32.25,300276944.25,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/atlo
AMGN,Amgen Inc.,179.46,132163817872.86,n/a,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/amgn
FOLD,"Amicus Therapeutics, Inc.",7.69,1498199343.78,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fold
AMKR,"Amkor Technology, Inc.",10.49,2504890452.37,n/a,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/amkr
AMPH,"Amphastar Pharmaceuticals, Inc.",14.865,684143757.27,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amph
IBUY,Amplify Online Retail ETF,28.52,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibuy
ASYS,"Amtech Systems, Inc.",5.95,78418233.25,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asys
AFSI,"AmTrust Financial Services, Inc.",22.35,3809574553.05,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afsi
AMRS,"Amyris, Inc.",0.4625,121644936.5375,n/a,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amrs
ADI,"Analog Devices, Inc.",83.85,25926979866.45,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/adi
ALOG,Analogic Corporation,83.55,1040686183.95,n/a,1972,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/alog
ANAB,"AnaptysBio, Inc.",23,572914659,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anab
AVXL,Anavex Life Sciences Corp.,5.61,230421510.33,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/avxl
ANCB,Anchor Bancorp,26.2,65624188,n/a,2011,Finance,Banks,http://www.nasdaq.com/symbol/ancb
ANDA,Andina Acquisition Corp. II,10.14,53843400,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/anda
ANDAR,Andina Acquisition Corp. II,0.6498,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andar
ANDAU,Andina Acquisition Corp. II,10.654,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andau
ANDAW,Andina Acquisition Corp. II,0.3,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andaw
ANGI,"Angie&#39;s List, Inc.",5.61,333399595.98,n/a,2011,Consumer Services,Advertising,http://www.nasdaq.com/symbol/angi
ANGO,"AngioDynamics, Inc.",16.54,614410106.42,n/a,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ango
ANIP,"ANI Pharmaceuticals, Inc.",50.73,588495901.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anip
ANIK,Anika Therapeutics Inc.,44.88,656992126.56,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/anik
ANSS,"ANSYS, Inc.",105.54,9010304731.02,n/a,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/anss
ATRS,"Antares Pharma, Inc.",2.48,384615082.96,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrs
ANTH,"Anthera Pharmaceuticals, Inc.",0.6049,25378655.7174,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anth
ABAC,"Aoxin Tianli Group, Inc.",2.65,21168849.25,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/abac
APOG,"Apogee Enterprises, Inc.",57.57,1649167951.56,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/apog
APEN,"Apollo Endosurgery, Inc.",10.28,109996000,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/apen
AINV,Apollo Investment Corporation,6.51,1430212197.54,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/ainv
AMEH,"Apollo Medical Holdings, Inc.",10,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ameh
APPF,"AppFolio, Inc.",23.75,801236792.5,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/appf
AAPL,Apple Inc.,139.34,731052883600,n/a,1980,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/aapl
ARCI,"Appliance Recycling Centers of America, Inc.",1.12,7454008.8,n/a,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/arci
APDN,Applied DNA Sciences Inc,2,52702966,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apdn
APDNW,Applied DNA Sciences Inc,0.51,0,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apdnw
AGTC,Applied Genetic Technologies Corporation,7.7,139243435.1,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agtc
AMAT,"Applied Materials, Inc.",36.86,39802570770.58,n/a,1972,Technology,Semiconductors,http://www.nasdaq.com/symbol/amat
AAOI,"Applied Optoelectronics, Inc.",51.46,885129136.18,n/a,2013,Technology,Semiconductors,http://www.nasdaq.com/symbol/aaoi
